"Variable","type","Minimum Target","filter","name","Achieved","Percent to Goal"
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Sable Island Bank",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Canso Bank and Channels",11.84,100
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Misaine Bank and Laurentian Channel",3.09,30.9
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Eastern Shoal",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Cold Seeps",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Fundian Channel-Browns Bank",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Logan Canyon",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","St. Anns Bank Marine Protected Area ",1.85,18.5
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Gully Marine Protected Area",0.04,0.4
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Pemsɨk",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Southern Bight",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Cobequid Bay",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Chignecto Bay",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","West Isles and Passages",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Chebogue",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","LaHave Islands",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Brier Island",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","South Grand Manan",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Eel Bay",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","McNutts Island",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Country Island",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","MacNamaras Islands",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Fleur de Lis Coast",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Ingonish",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Aspy Bay",0,0
"Shelf Topo. Complex ","Geomorphic unit classification",10,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Bird Islands",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Eastern Shore Islands",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Long Eddy",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Bras d’Or Lake",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Salmon Rivers",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Western/Emerald Banks Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Eastern Canyons Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Southwest Bank",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Western Jordan Basin",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Georges Bank",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","LaHave Basin",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Scotian Gulf",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Sable Island Bank",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Canso Bank and Channels",6.1,61
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Misaine Bank and Laurentian Channel",7.42,74.2
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Eastern Shoal",0.03,0.3
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Cold Seeps",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Fundian Channel-Browns Bank",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Logan Canyon",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","St. Anns Bank Marine Protected Area ",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Gully Marine Protected Area",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Pemsɨk",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Southern Bight",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Cobequid Bay",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Chignecto Bay",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","West Isles and Passages",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Chebogue",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","LaHave Islands",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Brier Island",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","South Grand Manan",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Eel Bay",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","McNutts Island",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Country Island",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","MacNamaras Islands",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Fleur de Lis Coast",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Ingonish",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Aspy Bay",0,0
"Shelf Topo. Complex Bank ","Geomorphic unit classification",10,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Bird Islands",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Eastern Shore Islands",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Long Eddy",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Bras d’Or Lake",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Salmon Rivers",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Western/Emerald Banks Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Eastern Canyons Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Southwest Bank",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Western Jordan Basin",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Georges Bank",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","LaHave Basin",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Scotian Gulf",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Sable Island Bank",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Canso Bank and Channels",16.8,100
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Misaine Bank and Laurentian Channel",7.38,46.1
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Eastern Shoal",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Cold Seeps",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Fundian Channel-Browns Bank",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Logan Canyon",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","St. Anns Bank Marine Protected Area ",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Gully Marine Protected Area",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Pemsɨk",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Southern Bight",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Cobequid Bay",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Chignecto Bay",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","West Isles and Passages",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Chebogue",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","LaHave Islands",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Brier Island",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","South Grand Manan",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Eel Bay",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","McNutts Island",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Country Island",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","MacNamaras Islands",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Fleur de Lis Coast",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Ingonish",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Aspy Bay",0,0
"Shelf Topo. Complex Basin ","Geomorphic unit classification",16,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Bird Islands",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Eastern Shore Islands",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Long Eddy",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Bras d’Or Lake",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Salmon Rivers",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Western/Emerald Banks Marine Refuge",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Northeast Channel Coral Marine Refuge",1.85,16.8
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",1.62,14.7
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Eastern Canyons Marine Refuge",19.51,100
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Southwest Bank",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Western Jordan Basin",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Georges Bank",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","LaHave Basin",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Scotian Gulf",2.74,24.9
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Central Scotian Slope, Rise and Abyss",1.99,18.1
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Sable Island Bank",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Canso Bank and Channels",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Misaine Bank and Laurentian Channel",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Eastern Shoal",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Cold Seeps",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Fundian Channel-Browns Bank",3.01,27.4
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Logan Canyon",6.01,54.6
"Slope ","Geomorphic unit classification",11,"Coarse-filter","St. Anns Bank Marine Protected Area ",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Gully Marine Protected Area",8.46,76.9
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Pemsɨk",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Southern Bight",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Cobequid Bay",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Chignecto Bay",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","West Isles and Passages",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Chebogue",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","LaHave Islands",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Brier Island",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","South Grand Manan",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Eel Bay",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","McNutts Island",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Country Island",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","MacNamaras Islands",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Fleur de Lis Coast",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Ingonish",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Aspy Bay",0,0
"Slope ","Geomorphic unit classification",11,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Bird Islands",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Eastern Shore Islands",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Long Eddy",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Bras d’Or Lake",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Salmon Rivers",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Western/Emerald Banks Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Eastern Canyons Marine Refuge",0.1,1
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Southwest Bank",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Western Jordan Basin",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Georges Bank",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","LaHave Basin",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Scotian Gulf",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Sable Island Bank",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Canso Bank and Channels",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Misaine Bank and Laurentian Channel",4.08,40.8
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Eastern Shoal",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Cold Seeps",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Fundian Channel-Browns Bank",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Logan Canyon",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","St. Anns Bank Marine Protected Area ",4.94,49.4
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Gully Marine Protected Area",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Pemsɨk",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Southern Bight",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Cobequid Bay",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Chignecto Bay",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","West Isles and Passages",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Chebogue",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","LaHave Islands",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Brier Island",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","South Grand Manan",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Eel Bay",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","McNutts Island",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Country Island",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","MacNamaras Islands",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Fleur de Lis Coast",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Ingonish",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Aspy Bay",0,0
"Slope Channel ","Geomorphic unit classification",10,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Bird Islands",0,0
